Save No	Element	redox	Solid Phase	Specific Surface Area(m2/g)	CEC(meq/100g)	note	Solid Phase Group	Solution/Solid(mL/g)	Solution(mL)	Solid(g)	temp(degC)	Water Type	Ca(ppm)	Na(ppm)	K(ppm)	Mg(ppm)	Cl(ppm)	HCO3(ppm)	SO4(ppm)	F(ppm)	SiO2(ppm)	Fe(ppm)	NO3(ppm)	ClO4(ppm)	Ionic strength(mol/L)	DOC(ppm)	note	Ionic strength(mol/L)	pH init	pH end	C init(mol/L)	Contact time(day)	Separation	Eh init(mV)	Eh end(mV)	atm/redox condition	Kd(m3/kg)	error	Data type	Reference	Author	Year	Title	Journal	Publisher	Vol	No	Page	Note	replicates, n	additional/information	Kd Graph Data	Temp Graph Data	pH Graph Data	Time Graph Data	Eh Graph Data	Cinit Graph Data	Solution/Solid Graph Data	
31887	Sr	II	zeolite	n.r.	n.r.	Zeolite-P	Other minerals	200	2.0E-01	n.r.	25.0	pure water	0.000883	0.0118											0.000207		-	0.000207	n.r.	9.54	1.00E-05	30	f(0.45micro-meter)	n.r.	n.r.	removed CO2 gas	3.80E+00	n.r.	Rd [mL/g] from table	Atkins et al.(1995)	Atkins, M. , Glaster, F. P. and Jack, J. J.	1995	Zeolite P in cements: Its potential for immobilizing toxic and radioactive waste species	Waste Management		15	2	127-135		n.r.	Batch	3.8	25.0	9.5	30.0	0.0	0.000010	200.0	
31888	Sr	II	zeolite	n.r.	n.r.	Zeolite-P	Other minerals	200	2.0E-01	n.r.	85.0	pure water	0.000374	0.0355											0.000438		-	0.000438	n.r.	9.13	1.00E-05	30	f(0.45micro-meter)	n.r.	n.r.	removed CO2 gas	3.80E+00	n.r.	Rd [mL/g] from table	Atkins et al.(1995)	Atkins, M. , Glaster, F. P. and Jack, J. J.	1995	Zeolite P in cements: Its potential for immobilizing toxic and radioactive waste species	Waste Management		15	2	127-135		n.r.	Batch	3.8	85.0	9.1	30.0	0.0	0.000010	200.0	
31889	Sr	II	zeolite	n.r.	n.r.	Zeolite-P	Other minerals	200	2.0E-01	n.r.	25.0	pure water	0.0141	0.0345											0.00153		-	0.00153	n.r.	9.07	1.00E-03	30	f(0.45micro-meter)	n.r.	n.r.	removed CO2 gas	8.40E+00	n.r.	Rd [mL/g] from table	Atkins et al.(1995)	Atkins, M. , Glaster, F. P. and Jack, J. J.	1995	Zeolite P in cements: Its potential for immobilizing toxic and radioactive waste species	Waste Management		15	2	127-135		n.r.	Batch	8.4	25.0	9.1	30.0	0.0	0.001	200.0	
31890	Sr	II	zeolite	n.r.	n.r.	Zeolite-P	Other minerals	200	2.0E-01	n.r.	85.0	pure water	0.00666	0.0783											0.00143		-	0.00143	n.r.	9.73	1.00E-03	30	f(0.45micro-meter)	n.r.	n.r.	removed CO2 gas	1.97E+01	n.r.	Rd [mL/g] from table	Atkins et al.(1995)	Atkins, M. , Glaster, F. P. and Jack, J. J.	1995	Zeolite P in cements: Its potential for immobilizing toxic and radioactive waste species	Waste Management		15	2	127-135		n.r.	Batch	19.7	85.0	9.7	30.0	0.0	0.001	200.0	
31891	Sr	II	zeolite	n.r.	n.r.	Zeolite-P	Other minerals	200	2.0E-01	n.r.	25.0	pure water	0.0871	0.0692											0.00778		-	0.00778	n.r.	7.82	1.00E-02	30	f(0.45micro-meter)	n.r.	n.r.	removed CO2 gas	4.10E-01	n.r.	Rd [mL/g] from table	Atkins et al.(1995)	Atkins, M. , Glaster, F. P. and Jack, J. J.	1995	Zeolite P in cements: Its potential for immobilizing toxic and radioactive waste species	Waste Management		15	2	127-135		n.r.	Batch	0.41	25.0	7.8	30.0	0.0	0.01	200.0	
31892	Sr	II	zeolite	n.r.	n.r.	Zeolite-P	Other minerals	200	2.0E-01	n.r.	85.0	pure water	0.166	0.112											0.0146		-	0.0146	n.r.	8.43	1.00E-02	30	f(0.45micro-meter)	n.r.	n.r.	removed CO2 gas	3.10E-01	n.r.	Rd [mL/g] from table	Atkins et al.(1995)	Atkins, M. , Glaster, F. P. and Jack, J. J.	1995	Zeolite P in cements: Its potential for immobilizing toxic and radioactive waste species	Waste Management		15	2	127-135		n.r.	Batch	0.31	85.0	8.4	30.0	0.0	0.01	200.0	
31893	Sr	II	zeolite	n.r.	n.r.	Zeolite-P	Other minerals	200	2.0E-01	n.r.	25.0	NaOH	0.00666	3.03											0.0353		-	0.0353	n.r.	13.05	1.00E-05	30	f(0.45micro-meter)	n.r.	n.r.	removed CO2 gas	3.10E+00	n.r.	Rd [mL/g] from table	Atkins et al.(1995)	Atkins, M. , Glaster, F. P. and Jack, J. J.	1995	Zeolite P in cements: Its potential for immobilizing toxic and radioactive waste species	Waste Management		15	2	127-135		n.r.	Batch	3.1	25.0	13.1	30.0	0.0	0.000010	200.0	
31894	Sr	II	zeolite	n.r.	n.r.	Zeolite-P	Other minerals	200	2.0E-01	n.r.	85.0	NaOH	0.000561	3.41											0.0392		-	0.0392	n.r.	13.04	1.00E-05	30	f(0.45micro-meter)	n.r.	n.r.	removed CO2 gas	3.80E+00	n.r.	Rd [mL/g] from table	Atkins et al.(1995)	Atkins, M. , Glaster, F. P. and Jack, J. J.	1995	Zeolite P in cements: Its potential for immobilizing toxic and radioactive waste species	Waste Management		15	2	127-135		n.r.	Batch	3.8	85.0	13.0	30.0	0.0	0.000010	200.0	
31895	Sr	II	zeolite	n.r.	n.r.	Zeolite-P	Other minerals	200	2.0E-01	n.r.	25.0	NaOH	0.00778	3.31											0.0387		-	0.0387	n.r.	13.05	1.00E-03	30	f(0.45micro-meter)	n.r.	n.r.	removed CO2 gas	3.00E+00	n.r.	Rd [mL/g] from table	Atkins et al.(1995)	Atkins, M. , Glaster, F. P. and Jack, J. J.	1995	Zeolite P in cements: Its potential for immobilizing toxic and radioactive waste species	Waste Management		15	2	127-135		n.r.	Batch	3.0	25.0	13.1	30.0	0.0	0.001	200.0	
31896	Sr	II	zeolite	n.r.	n.r.	Zeolite-P	Other minerals	200	2.0E-01	n.r.	85.0	NaOH	0.000514	3.69											0.0424		-	0.0424	n.r.	13.05	1.00E-03	30	f(0.45micro-meter)	n.r.	n.r.	removed CO2 gas	1.80E+01	n.r.	Rd [mL/g] from table	Atkins et al.(1995)	Atkins, M. , Glaster, F. P. and Jack, J. J.	1995	Zeolite P in cements: Its potential for immobilizing toxic and radioactive waste species	Waste Management		15	2	127-135		n.r.	Batch	18.0	85.0	13.1	30.0	0.0	0.001	200.0	
31897	Sr	II	zeolite	n.r.	n.r.	Zeolite-P	Other minerals	200	2.0E-01	n.r.	25.0	NaOH	0.0143	3.14											0.0373		-	0.0373	n.r.	13.05	1.00E-02	30	f(0.45micro-meter)	n.r.	n.r.	removed CO2 gas	2.00E-01	n.r.	Rd [mL/g] from table	Atkins et al.(1995)	Atkins, M. , Glaster, F. P. and Jack, J. J.	1995	Zeolite P in cements: Its potential for immobilizing toxic and radioactive waste species	Waste Management		15	2	127-135		n.r.	Batch	0.2	25.0	13.1	30.0	0.0	0.01	200.0	
31898	Sr	II	zeolite	n.r.	n.r.	Zeolite-P	Other minerals	200	2.0E-01	n.r.	85.0	NaOH	0.000716	3.26											0.0376		-	0.0376	n.r.	13	1.00E-02	30	f(0.45micro-meter)	n.r.	n.r.	removed CO2 gas	4.20E-01	n.r.	Rd [mL/g] from table	Atkins et al.(1995)	Atkins, M. , Glaster, F. P. and Jack, J. J.	1995	Zeolite P in cements: Its potential for immobilizing toxic and radioactive waste species	Waste Management		15	2	127-135		n.r.	Batch	0.42	85.0	13.0	30.0	0.0	0.01	200.0	
31917	Sr	II	loam	n.r.	8.70	-	Soil	2.5	n.r.	n.r.	20.0	demineralized water													0.0		-	0.0	n.r.	7.26	3.60E-08	n.r.	n.r.	n.r.	n.r.	n.r.	2.90E-02	n.r.	in confirmation	Bachhuber et al.(1986)	Bachhuber, H. , Bunzl, K. and Schimmack, W.	1986	Spatial Variability of the Distribution Coefficients of 137Cs, 65Zn, 85Sr, 57Co, 109Cd, 141Ce, 103Ru, 95mTc, and 131I in a Cultivated Soil	Nuclear Technology		72		359-371		n.r.	-	0.029	20.0	7.3	0.0	0.0	0.000000036	2.5	
31919	Zn	II	loam	n.r.	8.70	-	Soil	2.5	n.r.	n.r.	20.0	demineralized water													0.0		-	0.0	n.r.	7.26	1.70E-06	n.r.	n.r.	n.r.	n.r.	n.r.	1.90E+00	n.r.	in confirmation	Bachhuber et al.(1986)	Bachhuber, H. , Bunzl, K. and Schimmack, W.	1986	Spatial Variability of the Distribution Coefficients of 137Cs, 65Zn, 85Sr, 57Co, 109Cd, 141Ce, 103Ru, 95mTc, and 131I in a Cultivated Soil	Nuclear Technology		72		359-371		n.r.	-	1.9	20.0	7.3	0.0	0.0	0.0000017	2.5	
32157	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	2.08	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	1.02E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.102	21.0	2.08	4.0	0.0	0.001	833.33	
32158	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	2.08	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	8.51E-02	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.0851	21.0	2.08	4.0	0.0	0.001	833.33	
32159	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	2.87	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	1.02E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.102	21.0	2.87	4.0	0.0	0.001	833.33	
32160	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	2.91	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	9.77E-02	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.0977	21.0	2.91	4.0	0.0	0.001	833.33	
32161	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	2.94	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	1.12E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.112	21.0	2.94	4.0	0.0	0.001	833.33	
32162	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	3.17	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	1.62E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.162	21.0	3.17	4.0	0.0	0.001	833.33	
32163	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	3.21	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	1.58E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.158	21.0	3.21	4.0	0.0	0.001	833.33	
32164	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	3.24	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	1.62E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.162	21.0	3.24	4.0	0.0	0.001	833.33	
32165	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	3.28	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	1.70E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.17	21.0	3.28	4.0	0.0	0.001	833.33	
32166	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	3.3	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	1.66E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.166	21.0	3.3	4.0	0.0	0.001	833.33	
32167	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	3.7	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	3.02E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.302	21.0	3.7	4.0	0.0	0.001	833.33	
32168	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	3.71	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	3.09E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.309	21.0	3.71	4.0	0.0	0.001	833.33	
32169	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	3.74	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	2.29E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.229	21.0	3.74	4.0	0.0	0.001	833.33	
32170	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	3.84	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	4.07E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.407	21.0	3.84	4.0	0.0	0.001	833.33	
32171	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	3.84	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	3.39E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.339	21.0	3.84	4.0	0.0	0.001	833.33	
32172	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	3.84	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	4.27E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.427	21.0	3.84	4.0	0.0	0.001	833.33	
32173	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	4.11	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	5.25E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.525	21.0	4.11	4.0	0.0	0.001	833.33	
32174	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	4.13	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	6.76E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.676	21.0	4.13	4.0	0.0	0.001	833.33	
32175	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	4.15	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	3.31E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.331	21.0	4.15	4.0	0.0	0.001	833.33	
32176	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	4.24	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	4.17E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.417	21.0	4.24	4.0	0.0	0.001	833.33	
32177	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	4.29	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	7.76E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.776	21.0	4.29	4.0	0.0	0.001	833.33	
32178	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	4.62	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	6.17E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.617	21.0	4.62	4.0	0.0	0.001	833.33	
32179	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	5.04	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	9.12E-01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	0.912	21.0	5.04	4.0	0.0	0.001	833.33	
32180	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	5.42	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	3.98E+00	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	3.98	21.0	5.42	4.0	0.0	0.001	833.33	
32181	Zn	n.r.	Na-SWy-1 montmorillonite	35	87(+-)3.5	Na-montmorillonite. The mineralogical composition of the montmorillonite sample was measured with XRD.	Bentonite (smectite)	833.33	40	0.048	20-22	0.1M NaClO4		2300.0										9950.0	0.1		-	0.1	n.r.	5.66	1.00E-03	1-7	c(95000g/1h)	n.r.	n.r.	N2	1.17E+01	1.16E+00	log Kd [L/kg] from figure	Baeyens and Bradbury(1997)	Baeyens, B. and Bradbury, M. H.	1997	A Mechanistic Description of Ni and Zn sorption on Na-montmorillonite Part I: Titration and Sorption Measurements	Journal of Contaminant Hydrology		27		199-222		n.r.	The effect of wall sorption was to introduce an uncertainty in the log Kd values of 0.05.	11.7	21.0	5.66	4.0	0.0	0.001	833.33	
